storageLocation,category,family,itemColorKey,itemModel,color,size,ItemSKUKey,retailFP,outletFP,outletDiscount,currentOutletPrice,sumofTotalStock
US - OUTLET NY WOODBURY				,WOMEN JEWELS,EARRINGS,BF1111F03U685,4G LIQUID GOLDEN COLOR L HOOPS EARRINGS,CORAL,UNKNOWN,BF1111F03U685,$570.00,$285.00,40%,$171.00,2
US - OUTLET NY WOODBURY				,WOMEN JEWELS,HAIR ACCESSORIES,BF402SF003040,SHOW ZIG ZAG SILVERY HEADBAND,SILVERY,UNKNOWN,BF402SF003040,$350.00,$175.00,0%,$175.00,3
US - OUTLET NY WOODBURY				,WOMEN JEWELS,NECKLACE/HANGING,BF00NNF05M132,STITCH CRYSTAL PEARL CHUNKY NECKLACE,WHITE/SILVERY,UNKNOWN,BF00NNF05M132,"$2,250.00","$1,125.00",40%,$675.00,1
US - OUTLET NY WOODBURY				,WOMEN JEWELS,NECKLACE/HANGING,BF00QNF003710,4G LIQUID GOLDEN PENDANT NECKLACE,GOLDEN YELLOW,UNKNOWN,BF00QNF003710,$690.00,$345.00,0%,$345.00,1
US - OUTLET NY WOODBURY				,WOMEN JEWELS,NECKLACE/HANGING,BF00QPF03U341,4G LIQUID GOLDEN COLOR PENDANT NECKLACE,AQUA GREEN,UNKNOWN,BF00QPF03U341,$690.00,$345.00,40%,$207.00,3
US - OUTLET NY WOODBURY				,WOMEN JEWELS,NECKLACE/HANGING,BF00QPF03U685,4G LIQUID GOLDEN COLOR PENDANT NECKLACE,CORAL,UNKNOWN,BF00QPF03U685,$690.00,$345.00,40%,$207.00,2
US - OUTLET NY WOODBURY				,WOMEN JEWELS,RING,BF30FRF003711,G LINK MIXED RING,GOLDEN/SILVERY,52,BF30FRF00371152,$290.00,$145.00,0%,$145.00,1
US - OUTLET NY WOODBURY				,WOMEN JEWELS,RING,BF30FRF003711,G LINK MIXED RING,GOLDEN/SILVERY,62,BF30FRF00371162,$290.00,$145.00,0%,$145.00,2
US - OUTLET NY WOODBURY				,WOMEN JEWELS,RING,BF30JCF005040,STITCH CRYSTAL SILVERY SMALL RING,SILVERY,56,BF30JCF00504056,$390.00,$195.00,0%,$195.00,2
US - OUTLET NY WOODBURY				,WOMEN JEWELS,RING,BF30JHF05M040,4G SILVERY CRYSTAL RING,SILVERY,56,BF30JHF05M04056,$350.00,$175.00,40%,$105.00,1
US - OUTLET NY WOODBURY				,WOMEN JEWELS,RING,BF30JJF03U710,4G GOLDEN PEARLS RING,GOLDEN YELLOW,50,BF30JJF03U71050,$320.00,$160.00,40%,$96.00,1
US - OUTLET NY WOODBURY				,WOMEN JEWELS,RING,BF30JJF03U710,4G GOLDEN PEARLS RING,GOLDEN YELLOW,54,BF30JJF03U71054,$320.00,$160.00,40%,$96.00,3
US - OUTLET NY WOODBURY				,WOMEN JEWELS,RING,BF30KFF005711,FLOWER GOLDEN SILVERY DOUBLE RING,GOLDEN/SILVERY,52,BF30KFF00571152,$650.00,$325.00,40%,$195.00,1
US - OUTLET NY WOODBURY				,WOMEN JEWELS,RING,BF30KMF003710,4G LIQUID GOLDEN RING,GOLDEN YELLOW,56,BF30KMF00371056,$350.00,$175.00,0%,$175.00,1
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,BELTS,BB406DB124001,G CHAIN BUCKLE 20MM BELT,BLACK,75,BB406DB12400175,$390.00,$234.00,0%,$234.00,1
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,BELTS,BB406QB15N001,G CHAIN BUCKLE 30MM BELT,BLACK,75,BB406QB15N00175,$395.00,$237.00,40%,$142.20,1
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,BELTS,BB406QB15N001,G CHAIN BUCKLE 30MM BELT,BLACK,80,BB406QB15N00180,$395.00,$237.00,40%,$142.20,1
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,BELTS,BB407CB18Z001,4G BUCKLE 26MM BELT,BLACK,75,BB407CB18Z00175,$390.00,$234.00,0%,$234.00,1
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,BELTS,BB407WB1Q7257,20MM VOYOU ONE BUCKLE BELT,NATURAL BEIGE,85,BB407WB1Q725785,$360.00,$216.00,0%,$216.00,1
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,BELTS,BB407WB1Q7257,20MM VOYOU ONE BUCKLE BELT,NATURAL BEIGE,90,BB407WB1Q725790,$360.00,$216.00,0%,$216.00,1
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,BELTS,BB407WB1Q7257,20MM VOYOU ONE BUCKLE BELT,NATURAL BEIGE,95,BB407WB1Q725795,$360.00,$216.00,0%,$216.00,1
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,BELTS,BB407WB1Q9070,20MM VOYOU ONE BUCKLE BELT,SILVERY GREY,75,BB407WB1Q907075,$395.00,$237.00,0%,$237.00,1
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,BELTS,BB407WB1Q9070,20MM VOYOU ONE BUCKLE BELT,SILVERY GREY,80,BB407WB1Q907080,$395.00,$237.00,0%,$237.00,1
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,BELTS,BB407WB1Q9070,20MM VOYOU ONE BUCKLE BELT,SILVERY GREY,85,BB407WB1Q907085,$395.00,$237.00,0%,$237.00,1
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,BELTS,BB407WB1Q9070,20MM VOYOU ONE BUCKLE BELT,SILVERY GREY,90,BB407WB1Q907090,$395.00,$237.00,0%,$237.00,1
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,BELTS,BB407WB1Q9070,20MM VOYOU ONE BUCKLE BELT,SILVERY GREY,95,BB407WB1Q907095,$395.00,$237.00,0%,$237.00,1
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,BELTS,BB407WB1XN220,20MM VOYOU ONE BUCKLE BELT,WALNUT BROWN,75,BB407WB1XN22075,$390.00,$234.00,0%,$234.00,1
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,BELTS,BB407WB1XN220,20MM VOYOU ONE BUCKLE BELT,WALNUT BROWN,80,BB407WB1XN22080,$390.00,$234.00,0%,$234.00,1
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,BELTS,BB407WB1XN220,20MM VOYOU ONE BUCKLE BELT,WALNUT BROWN,85,BB407WB1XN22085,$390.00,$234.00,0%,$234.00,1
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,BELTS,BB407WB1XN220,20MM VOYOU ONE BUCKLE BELT,WALNUT BROWN,90,BB407WB1XN22090,$390.00,$234.00,0%,$234.00,1
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,BELTS,BB407WB1XN220,20MM VOYOU ONE BUCKLE BELT,WALNUT BROWN,95,BB407WB1XN22095,$390.00,$234.00,0%,$234.00,1
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,BELTS,BB407YB20A001,4G - 20MM BELT,BLACK,80,BB407YB20A00180,$450.00,$270.00,0%,$270.00,1
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,BELTS,BB407YB20A001,4G - 20MM BELT,BLACK,85,BB407YB20A00185,$450.00,$270.00,0%,$270.00,1
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,BELTS,BB407YB20A001,4G - 20MM BELT,BLACK,90,BB407YB20A00190,$450.00,$270.00,0%,$270.00,1
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB05251004001,PANDORA - SMALL BAG,BLACK,UNKNOWN,BB05251004001,"$1,750.00","$1,050.00",0%,"$1,050.00",2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB05251004410,PANDORA - SMALL BAG,NAVY,UNKNOWN,BB05251004410,"$1,750.00","$1,050.00",0%,"$1,050.00",1
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB500JB111681,ANTIGONA - MINI BAG,LIGHT PINK,UNKNOWN,BB500JB111681,"$4,500.00","$2,700.00",0%,"$2,700.00",1
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50GTB00D001,CUT OUT - SMALL BAG W/ CHAIN,BLACK,UNKNOWN,BB50GTB00D001,"$1,890.00","$1,134.00",0%,"$1,134.00",2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50HDB1YJ001,4G - SMALL CROSSBODY BAG,BLACK,UNKNOWN,BB50HDB1YJ001,$850.00,$850.00,0%,$850.00,1
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50HNB00D001,CUT OUT - MINI BAG,BLACK,UNKNOWN,BB50HNB00D001,"$1,650.00",$990.00,0%,$990.00,2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50J2B1KR257,PANDORA - MINI BAG,NATURAL BEIGE,UNKNOWN,BB50J2B1KR257,"$1,490.00",$894.00,0%,$894.00,2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50J2B1LD001,PANDORA - MINI BAG,BLACK,UNKNOWN,BB50J2B1LD001,"$1,490.00",$894.00,0%,$894.00,2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50J3B00B001,PANDORA - SMALL BAG,BLACK,UNKNOWN,BB50J3B00B001,"$1,890.00","$1,134.00",0%,"$1,134.00",1
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50J3B1KR257,PANDORA - SMALL BAG,NATURAL BEIGE,UNKNOWN,BB50J3B1KR257,"$1,890.00","$1,134.00",0%,"$1,134.00",2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50J3B1LD001,PANDORA - SMALL BAG,BLACK,UNKNOWN,BB50J3B1LD001,"$1,700.00","$1,020.00",0%,"$1,020.00",2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50N0B1GT001,G-TOTE - MINI TOTE BAG,BLACK,UNKNOWN,BB50N0B1GT001,"$1,390.00",$875.00,0%,$875.00,2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50N0B1H1105,G-TOTE - MINI TOTE BAG,IVORY,UNKNOWN,BB50N0B1H1105,"$1,390.00",$875.00,0%,$875.00,4
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50N0B1QY313,G-TOTE - MINI TOTE BAG,DARK KHAKI,UNKNOWN,BB50N0B1QY313,"$1,250.00",$750.00,0%,$750.00,2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50N0B20D769,G-TOTE - MINI TOTE BAG,DUSTY GOLDEN,UNKNOWN,BB50N0B20D769,"$1,390.00",$834.00,0%,$834.00,2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50N2B20D769,G-TOTE - MEDIUM TOTE BAG,DUSTY GOLDEN,UNKNOWN,BB50N2B20D769,"$1,590.00",$954.00,0%,$954.00,2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50NJB00D001,CUT OUT - MICRO BAG W/ FRAME,BLACK,UNKNOWN,BB50NJB00D001,"$2,400.00","$1,440.00",0%,"$1,440.00",1
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50NJB1QC652,CUT OUT - MICRO BAG W/ FRAME,NEON PINK,UNKNOWN,BB50NJB1QC652,"$3,250.00","$1,950.00",0%,"$1,950.00",2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50NJB1X6001,CUT OUT - MICRO BAG W/ FRAME,BLACK,UNKNOWN,BB50NJB1X6001,"$2,800.00","$1,680.00",20%,"$1,344.00",1
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50P2B00B681,ANTIGONA - MINI BAG W/ THIN STRAP,LIGHT PINK,UNKNOWN,BB50P2B00B681,"$1,950.00","$1,170.00",0%,"$1,170.00",1
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50P2B00D453,ANTIGONA - MINI BAG W/ THIN STRAP,BABY BLUE,UNKNOWN,BB50P2B00D453,"$1,950.00","$1,170.00",0%,"$1,170.00",2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50P2B13A257,ANTIGONA - MINI BAG W/ THIN STRAP,NATURAL BEIGE,UNKNOWN,BB50P2B13A257,"$1,950.00","$1,170.00",0%,"$1,170.00",2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50QNB1LY105,MINI HOBO BAG,IVORY,UNKNOWN,BB50QNB1LY105,"$1,650.00",$990.00,0%,$990.00,1
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50QPB206769,G-TOTE - MEDIUM TOTE W/ CHAIN,DUSTY GOLDEN,UNKNOWN,BB50QPB206769,"$2,450.00","$1,470.00",0%,"$1,470.00",3
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50RHB1NF105,ANTIGONA STRETCH - MINI BAG,IVORY,UNKNOWN,BB50RHB1NF105,"$1,890.00","$1,134.00",0%,"$1,134.00",2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50RHB1NV356,ANTIGONA STRETCH - MINI BAG,CELADON,UNKNOWN,BB50RHB1NV356,"$1,890.00","$1,134.00",0%,"$1,134.00",2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50RHB1U7652,ANTIGONA STRETCH - MINI BAG,NEON PINK,UNKNOWN,BB50RHB1U7652,"$3,000.00","$1,800.00",40%,"$1,080.00",5
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50RHB1X0366,ANTIGONA STRETCH - MINI BAG,ABSYNTHE GREEN,UNKNOWN,BB50RHB1X0366,"$2,800.00","$1,680.00",40%,"$1,008.00",6
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50RHB1X0532,ANTIGONA STRETCH - MINI BAG,LAVENDER,UNKNOWN,BB50RHB1X0532,"$2,800.00","$1,680.00",40%,"$1,008.00",6
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50RHB21G758,ANTIGONA STRETCH - MINI BAG,SOFT YELLOW,UNKNOWN,BB50RHB21G758,"$1,890.00","$1,134.00",0%,"$1,134.00",2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50SSB1KR326,VOYOU - MEDIUM BAG,MINT GREEN,UNKNOWN,BB50SSB1KR326,"$2,350.00","$1,410.00",0%,"$1,410.00",2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50SSB1KR356,VOYOU - MEDIUM BAG,CELADON,UNKNOWN,BB50SSB1KR356,"$2,350.00","$1,410.00",0%,"$1,410.00",2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50SSB1KR663,VOYOU - MEDIUM BAG,SILK PINK,UNKNOWN,BB50SSB1KR663,"$2,350.00","$1,410.00",0%,"$1,410.00",2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50SSB1RM715,VOYOU - MEDIUM BAG,GOLDEN,UNKNOWN,BB50SSB1RM715,"$2,550.00","$1,530.00",20%,"$1,224.00",2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50SSB1ZB769,VOYOU - MEDIUM BAG,DUSTY GOLDEN,UNKNOWN,BB50SSB1ZB769,"$2,550.00","$1,530.00",0%,"$1,530.00",2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50THB1RM715,VOYOU - MINI BAG,GOLDEN,UNKNOWN,BB50THB1RM715,"$1,950.00","$1,170.00",0%,"$1,170.00",1
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50TNB22M105,ANTIGONA - MINI BAG,IVORY,UNKNOWN,BB50TNB22M105,"$2,390.00","$1,434.00",0%,"$1,434.00",2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50TNB23X331,ANTIGONA - MINI BAG,ALMOND GREEN,UNKNOWN,BB50TNB23X331,"$2,250.00","$1,350.00",0%,"$1,350.00",2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50TNB26C934,ANTIGONA - MINI BAG,LIGHT SILVERY,UNKNOWN,BB50TNB26C934,"$2,250.00","$1,350.00",0%,"$1,350.00",2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50U0B1Q9663,ANTIGONA LOCK - MINI BAG,SILK PINK,UNKNOWN,BB50U0B1Q9663,"$2,590.00","$1,554.00",0%,"$1,554.00",2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50U0B1ZB769,ANTIGONA LOCK - MINI BAG,DUSTY GOLDEN,UNKNOWN,BB50U0B1ZB769,"$2,500.00","$1,500.00",0%,"$1,500.00",2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50UEB1DR255,G-TOTE - SMALL TOTE BAG,BEIGE/BLACK,UNKNOWN,BB50UEB1DR255,"$1,390.00",$834.00,0%,$834.00,2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50UEB1F1001,G-TOTE - SMALL TOTE BAG,BLACK,UNKNOWN,BB50UEB1F1001,"$1,450.00",$875.00,0%,$875.00,2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50V9B1UC001,PLAGE VOYOU BASKET MEDIUM,BLACK,UNKNOWN,BB50V9B1UC001,$820.00,$492.00,0%,$492.00,1
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50V9B1UC105,PLAGE VOYOU BASKET MEDIUM,IVORY,UNKNOWN,BB50V9B1UC105,$820.00,$492.00,0%,$492.00,1
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50W8B1ZB769,4G - SMALL SLIDING CHAIN BAG,DUSTY GOLDEN,UNKNOWN,BB50W8B1ZB769,"$2,900.00","$1,740.00",0%,"$1,740.00",2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50W8B1ZP001,4G - SMALL SLIDING CHAIN BAG,BLACK,UNKNOWN,BB50W8B1ZP001,"$2,700.00","$1,620.00",0%,"$1,620.00",2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50W8B1ZP105,4G - SMALL SLIDING CHAIN BAG,IVORY,UNKNOWN,BB50W8B1ZP105,"$2,700.00","$1,620.00",0%,"$1,620.00",2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50W8B1ZP642,4G - SMALL SLIDING CHAIN BAG,OXBLOOD RED,UNKNOWN,BB50W8B1ZP642,"$2,700.00","$1,620.00",0%,"$1,620.00",2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50WKB1YD759,ANTIGONA - TOY BAG,SOFT YELLOW/NATURAL BEIGE,UNKNOWN,BB50WKB1YD759,"$1,650.00",$990.00,0%,$990.00,2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50WKB1ZB772,ANTIGONA - TOY BAG,DUSTY GOLDEN/NATURAL BEIGE,UNKNOWN,BB50WKB1ZB772,"$1,950.00","$1,170.00",0%,"$1,170.00",2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50WPB1Y6001,G-TOTE - MEDIUM  W/ TORON HANDLES,BLACK,UNKNOWN,BB50WPB1Y6001,"$2,150.00","$1,290.00",0%,"$1,290.00",2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50WUB1Y6001,G-TOTE - MINI W/ TORON HANDLES,BLACK,UNKNOWN,BB50WUB1Y6001,"$1,950.00","$1,170.00",0%,"$1,170.00",2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50X7B1QA656,VOYOU - BOYFRIEND CHAIN BAG,OLD PINK,UNKNOWN,BB50X7B1QA656,"$1,950.00","$1,170.00",0%,"$1,170.00",2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50X7B20N001,VOYOU - BOYFRIEND CHAIN BAG,BLACK,UNKNOWN,BB50X7B20N001,"$1,950.00","$1,170.00",0%,"$1,170.00",3
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50XDB1Q9070,VOYOU - MEDIUM NORTH-SOUTH TOTE,SILVERY GREY,UNKNOWN,BB50XDB1Q9070,"$2,150.00","$1,075.00",0%,"$1,075.00",2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50XDB1WT231,VOYOU - MEDIUM NORTH-SOUTH TOTE,HAZEL,UNKNOWN,BB50XDB1WT231,"$1,950.00","$1,170.00",0%,"$1,170.00",1
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50XDB231001,VOYOU - MEDIUM NORTH-SOUTH TOTE,BLACK,UNKNOWN,BB50XDB231001,"$1,950.00",$975.00,0%,$975.00,2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50XDB231257,VOYOU - MEDIUM NORTH-SOUTH TOTE,NATURAL BEIGE,UNKNOWN,BB50XDB231257,"$1,950.00",$975.00,0%,$975.00,2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50XDB24L222,VOYOU - MEDIUM NORTH-SOUTH TOTE,SOFT TAN,UNKNOWN,BB50XDB24L222,"$1,950.00","$1,170.00",0%,"$1,170.00",2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50XDB25D001,VOYOU - MEDIUM NORTH-SOUTH TOTE,BLACK,UNKNOWN,BB50XDB25D001,"$2,200.00","$1,100.00",0%,"$1,100.00",2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50XHB1ZP001,4G - MEDIUM SLIDING CHAIN BAG,BLACK,UNKNOWN,BB50XHB1ZP001,"$2,900.00","$1,740.00",0%,"$1,740.00",3
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50XLB1ZQ420,4G - MULTICARRY BAG WITH WOVEN CHAIN,MEDIUM BLUE,UNKNOWN,BB50XLB1ZQ420,"$3,100.00","$1,860.00",0%,"$1,860.00",2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50XPB18Z001,CUT-OUT ZIPPED - SMALL BAG,BLACK,UNKNOWN,BB50XPB18Z001,"$2,100.00","$1,260.00",0%,"$1,260.00",1
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50XTB1LD001,ANTIGONA STRETCH - CORSET MINI BAG,BLACK,UNKNOWN,BB50XTB1LD001,"$2,850.00","$1,710.00",0%,"$1,710.00",2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50XWB1W8220,ANTIGONA LOCK - CORSET MINI BAG,WALNUT BROWN,UNKNOWN,BB50XWB1W8220,"$2,950.00","$1,770.00",0%,"$1,770.00",1
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50XXB1W8220,VOYOU - CORSET MEDIUM BAG,WALNUT BROWN,UNKNOWN,BB50XXB1W8220,"$3,100.00","$1,860.00",0%,"$1,860.00",1
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50Y0B1YE001,VOYOU - BOYFRIEND LARGE BAG,BLACK,UNKNOWN,BB50Y0B1YE001,"$3,950.00","$2,370.00",0%,"$2,370.00",1
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50Y3B1YZ420,ANTIGONA LOCK - BOYFRIEND MINI BAG,MEDIUM BLUE,UNKNOWN,BB50Y3B1YZ420,"$3,150.00","$1,890.00",0%,"$1,890.00",2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50Y4B1KR001,VOYOU - MEDIUM CHAIN BAG,BLACK,UNKNOWN,BB50Y4B1KR001,"$2,650.00","$1,590.00",0%,"$1,590.00",2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50Y4B1KR832,VOYOU - MEDIUM CHAIN BAG,BLUSH ORANGE,UNKNOWN,BB50Y4B1KR832,"$2,650.00","$1,590.00",0%,"$1,590.00",2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50Y4B1Q9070,VOYOU - MEDIUM CHAIN BAG,SILVERY GREY,UNKNOWN,BB50Y4B1Q9070,"$2,850.00","$1,710.00",0%,"$1,710.00",2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50Y4B1WT231,VOYOU - MEDIUM CHAIN BAG,HAZEL,UNKNOWN,BB50Y4B1WT231,"$2,650.00","$1,590.00",0%,"$1,590.00",2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50Y4B1Z2331,VOYOU - MEDIUM CHAIN BAG,ALMOND GREEN,UNKNOWN,BB50Y4B1Z2331,"$2,650.00","$1,590.00",0%,"$1,590.00",2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50YAB00D758,VOYOU - SHOULDER FLAP BAG,SOFT YELLOW,UNKNOWN,BB50YAB00D758,"$1,800.00","$1,080.00",0%,"$1,080.00",2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50YAB22M105,VOYOU - SHOULDER FLAP BAG,IVORY,UNKNOWN,BB50YAB22M105,"$2,250.00","$1,350.00",0%,"$1,350.00",2
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50YAB23X331,VOYOU - SHOULDER FLAP BAG,ALMOND GREEN,UNKNOWN,BB50YAB23X331,"$2,050.00","$1,230.00",0%,"$1,230.00",3
US - OUTLET NY WOODBURY				,WOMEN LEATHER GOODS,LARGE LEATHER GOODS,BB50YAB23Z694,VOYOU - SHOULDER FLAP BAG,BLACK/BROWN,UNKNOWN,BB50YAB23Z694,"$2,050.00","$1,230.00",0%,"$1,230.00",3
